survived,pclass,sex,age,sibsp,parch,fare,embarked,adult_male,embark_town,alone,age_z,fare_z
0,3,male,28.0,0,0,7.2292,C,True,Cherbourg,True,-0.10128291979289035,-0.5003768543168081
1,3,male,32.0,0,0,7.8542,S,True,Southampton,True,0.20676643383705137,-0.48780077009299977
1,2,male,62.0,0,0,10.5,S,True,Southampton,True,2.5171365860616146,-0.4345626842700362
1,1,female,53.0,2,0,51.4792,S,False,Southampton,False,1.8240255403942454,0.39000990872882546
1,1,male,36.0,0,0,26.3875,S,True,Southampton,True,0.5148157874669931,-0.11487862330082707
1,3,female,28.0,0,0,7.75,Q,False,Queenstown,True,-0.10128291979289035,-0.4898974548547931
0,3,male,16.0,0,0,8.05,S,True,Southampton,True,-1.0254309806827155,-0.48386093442736505
0,3,male,19.0,0,0,14.5,S,True,Southampton,True,-0.7943939654602592,-0.3540757452376625
1,2,female,34.0,0,0,13.0,S,False,Southampton,True,0.36079111065202224,-0.38425834737480263
1,1,female,39.0,1,0,55.9,S,False,Southampton,False,0.7458528026894494,0.4789640737474048
0,3,female,28.0,1,0,14.4583,C,False,Cherbourg,False,-0.10128291979289035,-0.354914821577075
1,3,male,32.0,0,0,7.925,S,True,Southampton,True,0.20676643383705137,-0.4863761512721267
1,2,female,25.0,1,1,30.0,S,False,Southampton,False,-0.3323199350153466,-0.04218885648721459
1,1,female,39.0,1,1,110.8833,C,False,Cherbourg,False,0.7458528026894494,1.5853234524720827
0,2,male,54.0,0,0,26.0,S,True,Southampton,True,1.9010378788017308,-0.12267579551958825
0,1,male,36.0,0,0,40.125,C,True,Cherbourg,True,0.5148157874669931,0.16154370793848125
0,3,male,28.0,0,0,8.7125,C,True,Cherbourg,True,-0.10128291979289035,-0.4705302851501282
1,1,female,18.0,0,2,79.65,S,False,Southampton,False,-0.8714063038677446,0.9568552742521236
0,2,male,47.0,0,0,15.0,S,True,Southampton,True,1.361951509949333,-0.3440148778586158
1,1,male,60.0,1,1,79.2,C,True,Cherbourg,False,2.3631119092466433,0.9478004936109815
0,3,male,22.0,0,0,8.05,S,True,Southampton,True,-0.563356950237803,-0.48386093442736505
0,3,male,28.0,0,0,8.05,S,True,Southampton,True,-0.10128291979289035,-0.48386093442736505
0,3,male,35.0,0,0,7.125,S,True,Southampton,True,0.4378034490595077,-0.5024735390786015
1,1,female,52.0,1,0,78.2667,C,False,Cherbourg,False,1.74701320198676,0.9290208785612528
0,3,male,47.0,0,0,7.25,S,True,Southampton,True,1.361951509949333,-0.4999583222338398
0,3,female,28.0,0,2,7.75,Q,False,Queenstown,False,-0.10128291979289035,-0.4898974548547931
0,2,male,37.0,1,0,26.0,S,True,Southampton,False,0.5918281258744785,-0.12267579551958825
0,3,male,36.0,1,1,24.15,S,True,Southampton,False,0.5148157874669931,-0.1599010048220611
1,2,female,28.0,0,0,33.0,S,False,Southampton,True,-0.10128291979289035,0.01817634778706565
0,3,male,49.0,0,0,0.0,S,True,Southampton,True,1.5159761867643038,-0.6458408992300171
0,3,male,28.0,0,0,7.225,C,True,Cherbourg,True,-0.10128291979289035,-0.5004613656027921
1,1,male,49.0,1,0,56.9292,C,True,Cherbourg,False,1.5159761867643038,0.49967336316043465
1,2,female,24.0,2,1,27.0,S,False,Southampton,False,-0.40933227342283207,-0.10255406076149484
0,3,male,28.0,0,0,7.8958,S,True,Southampton,True,-0.10128291979289035,-0.486963705927063
0,1,male,28.0,0,0,42.4,S,True,Southampton,True,-0.10128291979289035,0.20732065451314372
0,3,male,44.0,0,0,8.05,S,True,Southampton,True,1.1309144947268766,-0.48386093442736505
1,1,male,35.0,0,0,26.55,C,True,Cherbourg,True,0.4378034490595077,-0.11160884140263685
0,3,male,36.0,1,0,15.55,S,True,Southampton,False,0.5148157874669931,-0.33294792374166443
0,3,male,30.0,0,0,7.8958,S,True,Southampton,True,0.05274175702208052,-0.486963705927063
1,1,male,27.0,0,0,30.5,S,True,Southampton,True,-0.17829525820037578,-0.03212798910816789
1,2,female,22.0,1,2,41.5792,C,False,Cherbourg,False,-0.563356950237803,0.19080473462370068
1,1,female,40.0,0,0,153.4625,S,False,Southampton,True,0.8228651410969349,2.4420908210838936
0,3,female,39.0,1,5,31.275,S,False,Southampton,False,0.7458528026894494,-0.016533644670645515
0,3,male,28.0,0,0,7.05,S,True,Southampton,True,-0.10128291979289035,-0.5039826691854584
1,3,female,28.0,1,0,15.5,Q,False,Queenstown,False,-0.10128291979289035,-0.33395401047956913
0,3,male,28.0,0,0,7.75,Q,True,Queenstown,True,-0.10128291979289035,-0.4898974548547931
0,3,male,35.0,0,0,8.05,S,True,Southampton,True,0.4378034490595077,-0.48386093442736505
1,2,female,24.0,1,2,65.0,S,False,Southampton,False,-0.40933227342283207,0.6620718600460549
0,3,male,34.0,1,1,14.4,S,True,Southampton,False,0.36079111065202224,-0.3560879187134719
0,3,female,26.0,1,0,16.1,S,False,Southampton,False,-0.25530759660786123,-0.321880969624713
1,2,female,4.0,2,1,39.0,S,False,Southampton,False,-1.9495790415725407,0.13890675633562613
0,2,male,26.0,0,0,10.5,S,True,Southampton,True,-0.25530759660786123,-0.4345626842700362
0,3,male,27.0,1,0,14.4542,C,True,Cherbourg,False,-0.17829525820037578,-0.3549973206895832
1,1,male,42.0,1,0,52.5542,S,True,Southampton,False,0.9768898179119057,0.41164077359377593
1,3,male,20.0,1,1,15.7417,C,True,Cherbourg,False,-0.7173816270527738,-0.3290905871885379
0,3,male,21.0,0,0,7.8542,S,True,Southampton,True,-0.6403692886452884,-0.48780077009299977
0,3,male,21.0,0,0,16.1,S,True,Southampton,True,-0.6403692886452884,-0.321880969624713
0,1,male,61.0,0,0,32.3208,S,True,Southampton,True,2.4401242476541287,0.004509665539368574
0,2,male,57.0,0,0,12.35,Q,True,Queenstown,True,2.1320748940241874,-0.39733747496756333
1,1,female,21.0,0,0,77.9583,S,False,Southampton,True,-0.6403692886452884,0.9228153355618567
0,3,male,26.0,0,0,7.8958,S,True,Southampton,True,-0.25530759660786123,-0.486963705927063
0,3,male,28.0,0,0,7.7333,Q,True,Queenstown,True,-0.10128291979289035,-0.4902334878252532
1,1,male,80.0,0,0,30.0,S,True,Southampton,True,3.9033586773963522,-0.04218885648721459
0,3,male,51.0,0,0,7.0542,S,True,Southampton,True,1.6700008635792747,-0.5038981578994745
1,1,male,32.0,0,0,30.5,C,True,Cherbourg,True,0.20676643383705137,-0.03212798910816789
0,1,male,28.0,0,0,0.0,S,True,Southampton,True,-0.10128291979289035,-0.6458408992300171
0,3,female,9.0,3,2,27.9,S,False,Southampton,False,-1.5645173495351135,-0.08444449947921079
1,2,female,28.0,0,0,13.0,S,False,Southampton,True,-0.10128291979289035,-0.38425834737480263
0,3,male,32.0,0,0,7.925,S,True,Southampton,True,0.20676643383705137,-0.4863761512721267
0,2,male,31.0,1,1,26.25,S,True,Southampton,False,0.12975409542956595,-0.1176453618300649
0,3,female,41.0,0,5,39.6875,S,False,Southampton,False,0.8998774795044203,0.15274044898181535
0,3,male,28.0,1,0,16.1,S,True,Southampton,False,-0.10128291979289035,-0.321880969624713
0,3,male,20.0,0,0,7.8542,S,True,Southampton,True,-0.7173816270527738,-0.48780077009299977
1,1,female,24.0,0,0,69.3,C,False,Cherbourg,True,-0.40933227342283207,0.7485953195058566
0,3,female,2.0,3,2,27.9,S,False,Southampton,False,-2.1036037183875114,-0.08444449947921079
1,3,male,28.0,0,0,56.4958,S,True,Southampton,True,-0.10128291979289035,0.49095260331627694
1,3,female,0.75,2,1,19.2583,C,False,Cherbourg,False,-2.1998691413968685,-0.25833049473822667
1,1,male,48.0,1,0,76.7292,C,True,Cherbourg,False,1.4389638483568183,0.8980837113706843
0,3,male,19.0,0,0,7.8958,S,True,Southampton,True,-0.7943939654602592,-0.486963705927063
1,1,male,56.0,0,0,35.5,C,True,Cherbourg,True,2.055062555616702,0.06848068468229919
0,3,male,28.0,0,0,7.55,S,True,Southampton,True,-0.10128291979289035,-0.49392180180641176
1,3,female,23.0,0,0,7.55,S,False,Southampton,True,-0.4863446118303175,-0.49392180180641176
0,3,male,28.0,0,0,7.8958,S,True,Southampton,True,-0.10128291979289035,-0.486963705927063
1,2,female,18.0,0,1,23.0,S,False,Southampton,False,-0.8714063038677446,-0.18304099979386848
0,3,male,21.0,0,0,8.4333,S,True,Southampton,True,-0.6403692886452884,-0.4761482734945879
1,3,female,28.0,0,0,7.8292,Q,False,Queenstown,True,-0.10128291979289035,-0.48830381346195206
0,3,female,18.0,0,0,6.75,Q,False,Queenstown,True,-0.8714063038677446,-0.5100191896128865
0,2,male,24.0,2,0,73.5,S,True,Southampton,False,-0.40933227342283207,0.8331066054898489
0,3,male,28.0,0,0,7.8958,S,True,Southampton,True,-0.10128291979289035,-0.486963705927063
0,3,female,32.0,1,1,15.5,Q,False,Queenstown,False,0.20676643383705137,-0.33395401047956913
0,2,male,23.0,0,0,13.0,S,True,Southampton,True,-0.4863446118303175,-0.38425834737480263
0,1,male,58.0,0,2,113.275,C,True,Cherbourg,False,2.209087232431673,1.6334486054930144
1,1,male,50.0,2,0,133.65,S,True,Southampton,False,1.5929885251717892,2.043428951189168
0,3,male,40.0,0,0,7.225,C,True,Cherbourg,True,0.8228651410969349,-0.5004613656027921
0,1,male,47.0,0,0,25.5875,S,True,Southampton,True,1.361951509949333,-0.1309760111073018
0,3,male,36.0,0,0,7.4958,S,True,Southampton,True,0.5148157874669931,-0.49501239983030043
1,3,male,20.0,1,0,7.925,S,True,Southampton,False,-0.7173816270527738,-0.4863761512721267
0,2,male,32.0,2,0,73.5,S,True,Southampton,False,0.20676643383705137,0.8331066054898489
0,2,male,25.0,0,0,13.0,S,True,Southampton,True,-0.3323199350153466,-0.38425834737480263
0,3,male,28.0,0,0,7.775,S,True,Southampton,True,-0.10128291979289035,-0.4893944114858408
0,3,male,43.0,0,0,8.05,S,True,Southampton,True,1.053902156319391,-0.48386093442736505
1,1,female,28.0,1,0,52.0,S,False,Southampton,False,-0.10128291979289035,0.40048930819084055
1,2,female,40.0,1,1,39.0,S,False,Southampton,False,0.8228651410969349,0.13890675633562613
0,1,male,31.0,1,0,52.0,S,True,Southampton,False,0.12975409542956595,0.40048930819084055
0,2,male,70.0,0,0,10.5,S,True,Southampton,True,3.133235293321498,-0.4345626842700362
1,2,male,31.0,0,0,13.0,S,True,Southampton,True,0.12975409542956595,-0.38425834737480263
0,2,male,28.0,0,0,0.0,S,True,Southampton,True,-0.10128291979289035,-0.6458408992300171
0,3,male,18.0,0,0,7.775,S,True,Southampton,True,-0.8714063038677446,-0.4893944114858408
0,3,male,24.5,0,0,8.05,S,True,Southampton,True,-0.37082610421908935,-0.48386093442736505
1,3,female,18.0,0,0,9.8417,S,False,Southampton,True,-0.8714063038677446,-0.4478088222612891
0,3,female,43.0,1,6,46.9,S,False,Southampton,False,1.053902156319391,0.2978684609245641
1,1,male,36.0,0,1,512.3292,C,True,Cherbourg,False,0.5148157874669931,9.663111371996175
0,3,female,28.0,0,0,8.1375,Q,False,Queenstown,True,-0.10128291979289035,-0.4821002826360319
1,1,male,27.0,0,0,76.7292,C,True,Cherbourg,True,-0.17829525820037578,0.8980837113706843
0,3,male,20.0,0,0,9.225,S,True,Southampton,True,-0.7173816270527738,-0.46021789608660524
0,3,male,14.0,5,2,46.9,S,False,Southampton,False,-1.1794556574976864,0.2978684609245641
0,2,male,60.0,1,1,39.0,S,True,Southampton,False,2.3631119092466433,0.13890675633562613
0,2,male,25.0,1,2,41.5792,C,True,Cherbourg,False,-0.3323199350153466,0.19080473462370068
0,3,male,14.0,4,1,39.6875,S,False,Southampton,False,-1.1794556574976864,0.15274044898181535
0,3,male,19.0,0,0,10.1708,S,True,Southampton,True,-0.7943939654602592,-0.44118675935240054
0,3,male,18.0,0,0,7.7958,S,True,Southampton,True,-0.8714063038677446,-0.4889758794028724
1,1,female,15.0,0,1,211.3375,S,False,Southampton,False,-1.102443319090201,3.60663622020855
1,1,male,31.0,1,0,57.0,S,True,Southampton,False,0.12975409542956595,0.5010979819813076
1,3,female,4.0,0,1,13.4167,C,False,Cherbourg,False,-1.9495790415725407,-0.3758736205011051
1,3,male,28.0,0,0,56.4958,S,True,Southampton,True,-0.10128291979289035,0.49095260331627694
0,3,male,25.0,0,0,7.225,C,True,Cherbourg,True,-0.3323199350153466,-0.5004613656027921
0,1,male,60.0,0,0,26.55,S,True,Southampton,True,2.3631119092466433,-0.11160884140263685
0,2,male,52.0,0,0,13.5,S,True,Southampton,True,1.74701320198676,-0.3741974799957559
0,3,male,44.0,0,0,8.05,S,True,Southampton,True,1.1309144947268766,-0.48386093442736505
1,3,female,28.0,0,0,7.7333,Q,False,Queenstown,True,-0.10128291979289035,-0.4902334878252532
0,1,male,49.0,1,1,110.8833,C,True,Cherbourg,False,1.5159761867643038,1.5853234524720827
0,3,male,42.0,0,0,7.65,S,True,Southampton,True,0.9768898179119057,-0.4919096283306024
1,1,female,18.0,1,0,227.525,C,False,Cherbourg,False,-0.8714063038677446,3.932356801605187
1,1,male,35.0,0,0,26.2875,S,True,Southampton,True,0.4378034490595077,-0.11689079677663637
0,3,female,18.0,0,1,14.4542,C,False,Cherbourg,False,-0.8714063038677446,-0.3549973206895832
0,3,male,25.0,0,0,7.7417,Q,True,Queenstown,True,-0.3323199350153466,-0.49006446525328523
0,3,male,26.0,1,0,7.8542,S,True,Southampton,False,-0.25530759660786123,-0.48780077009299977
0,2,male,39.0,0,0,26.0,S,True,Southampton,True,0.7458528026894494,-0.12267579551958825
1,2,female,45.0,0,0,13.5,S,False,Southampton,True,1.207926833134362,-0.3741974799957559
1,1,male,42.0,0,0,26.2875,S,True,Southampton,True,0.9768898179119057,-0.11689079677663637
1,1,female,22.0,0,0,151.55,S,False,Southampton,True,-0.563356950237803,2.40360800335904
1,3,male,28.0,1,1,15.2458,C,True,Cherbourg,False,-0.10128291979289035,-0.3390689554550765
1,1,female,24.0,0,0,49.5042,C,False,Cherbourg,True,-0.40933227342283207,0.3502694825815909
0,1,male,28.0,0,0,26.55,S,True,Southampton,True,-0.10128291979289035,-0.11160884140263685
1,1,male,48.0,1,0,52.0,S,True,Southampton,False,1.4389638483568183,0.40048930819084055
0,3,male,29.0,0,0,9.4833,S,True,Southampton,True,-0.024270581385404912,-0.45502045199858976
0,2,male,52.0,0,0,13.0,S,True,Southampton,True,1.74701320198676,-0.38425834737480263
0,3,male,19.0,0,0,7.65,S,True,Southampton,True,-0.7943939654602592,-0.4919096283306024
1,1,female,38.0,0,0,227.525,C,False,Cherbourg,True,0.668840464281964,3.932356801605187
1,2,female,27.0,0,0,10.5,S,False,Southampton,True,-0.17829525820037578,-0.4345626842700362
0,3,male,28.0,0,0,15.5,Q,True,Queenstown,True,-0.10128291979289035,-0.33395401047956913
0,3,male,33.0,0,0,7.775,S,True,Southampton,True,0.2837787722445368,-0.4893944114858408
1,2,female,6.0,0,1,33.0,S,False,Southampton,False,-1.7955543647575698,0.01817634778706565
0,3,male,17.0,1,0,7.0542,S,True,Southampton,False,-0.9484186422752301,-0.5038981578994745
0,2,male,34.0,0,0,13.0,S,True,Southampton,True,0.36079111065202224,-0.38425834737480263
0,2,male,50.0,0,0,13.0,S,True,Southampton,True,1.5929885251717892,-0.38425834737480263
1,1,male,27.0,1,0,53.1,S,True,Southampton,False,-0.17829525820037578,0.4226232164247433
0,3,male,20.0,0,0,8.6625,S,True,Southampton,True,-0.7173816270527738,-0.4715363718880328
1,2,female,30.0,3,0,21.0,S,False,Southampton,False,0.05274175702208052,-0.22328446931005533
1,3,female,28.0,0,0,7.7375,Q,False,Queenstown,True,-0.10128291979289035,-0.4901489765392692
0,2,male,25.0,1,0,26.0,S,True,Southampton,False,-0.3323199350153466,-0.12267579551958825
0,3,female,25.0,1,0,7.925,S,False,Southampton,False,-0.3323199350153466,-0.4863761512721267
1,1,female,29.0,0,0,211.3375,S,False,Southampton,True,-0.024270581385404912,3.60663622020855
0,3,male,11.0,0,0,18.7875,C,False,Cherbourg,True,-1.4104926727201428,-0.26780380746233695
0,2,male,28.0,0,0,0.0,S,True,Southampton,True,-0.10128291979289035,-0.6458408992300171
0,2,male,23.0,0,0,13.0,S,True,Southampton,True,-0.4863446118303175,-0.38425834737480263
0,2,male,23.0,0,0,13.0,S,True,Southampton,True,-0.4863446118303175,-0.38425834737480263
0,3,male,28.5,0,0,16.1,S,True,Southampton,True,-0.06277675058914763,-0.321880969624713
0,3,female,48.0,1,3,34.375,S,False,Southampton,False,1.4389638483568183,0.045843733079444095
1,1,male,35.0,0,0,512.3292,C,True,Cherbourg,True,0.4378034490595077,9.663111371996175
0,3,male,28.0,0,0,7.8958,S,True,Southampton,True,-0.10128291979289035,-0.486963705927063
0,3,male,28.0,0,0,7.8958,S,True,Southampton,True,-0.10128291979289035,-0.486963705927063
1,1,male,28.0,0,0,30.0,S,True,Southampton,True,-0.10128291979289035,-0.04218885648721459
0,1,male,36.0,1,0,78.85,S,True,Southampton,False,0.5148157874669931,0.9407578864456486
1,1,female,21.0,2,2,262.375,C,False,Cherbourg,False,-0.6403692886452884,4.633599257924742
0,3,male,24.0,1,0,16.1,S,True,Southampton,False,-0.40933227342283207,-0.321880969624713
1,3,male,31.0,0,0,7.925,S,True,Southampton,True,0.12975409542956595,-0.4863761512721267
0,1,male,70.0,1,1,71.0,S,True,Southampton,False,3.133235293321498,0.7828022685946154
0,3,male,16.0,1,1,20.25,S,True,Southampton,False,-1.0254309806827155,-0.2383757703786254
1,2,female,30.0,0,0,13.0,S,False,Southampton,True,0.05274175702208052,-0.38425834737480263
0,1,male,19.0,1,0,53.1,S,True,Southampton,False,-0.7943939654602592,0.4226232164247433
0,3,male,31.0,0,0,7.75,Q,True,Queenstown,True,0.12975409542956595,-0.4898974548547931
1,2,female,4.0,1,1,23.0,S,False,Southampton,False,-1.9495790415725407,-0.18304099979386848
1,3,male,6.0,0,1,12.475,S,False,Southampton,False,-1.7955543647575698,-0.39482225812280164
0,3,male,33.0,0,0,9.5,S,True,Southampton,True,0.2837787722445368,-0.4546844190281296
0,3,male,23.0,0,0,7.8958,S,True,Southampton,True,-0.4863446118303175,-0.486963705927063
1,2,female,48.0,1,2,65.0,S,False,Southampton,False,1.4389638483568183,0.6620718600460549
1,2,male,0.67,1,1,14.5,S,False,Southampton,False,-2.206030128469467,-0.3540757452376625
0,3,male,28.0,0,0,7.7958,S,True,Southampton,True,-0.10128291979289035,-0.4889758794028724
0,2,male,18.0,0,0,11.5,S,True,Southampton,True,-0.8714063038677446,-0.41444094951194277
0,3,male,34.0,0,0,8.05,S,True,Southampton,True,0.36079111065202224,-0.48386093442736505
1,1,female,33.0,0,0,86.5,S,False,Southampton,True,0.2837787722445368,1.0946891573450634
0,3,male,28.0,0,0,14.5,S,True,Southampton,True,-0.10128291979289035,-0.3540757452376625
0,3,male,41.0,0,0,7.125,S,True,Southampton,True,0.8998774795044203,-0.5024735390786015
1,3,male,20.0,0,0,7.2292,C,True,Cherbourg,True,-0.7173816270527738,-0.5003768543168081
1,1,female,36.0,1,2,120.0,S,False,Southampton,False,0.5148157874669931,1.7687672717411926
0,3,male,16.0,0,0,7.775,S,True,Southampton,True,-1.0254309806827155,-0.4893944114858408
1,1,female,51.0,1,0,77.9583,S,False,Southampton,False,1.6700008635792747,0.9228153355618567
0,1,male,28.0,0,0,39.6,C,True,Cherbourg,True,-0.10128291979289035,0.1509797971904822
0,3,female,30.5,0,0,7.75,Q,False,Queenstown,True,0.09124792622582323,-0.4898974548547931
0,3,male,28.0,1,0,24.15,Q,True,Queenstown,False,-0.10128291979289035,-0.1599010048220611
0,3,male,32.0,0,0,8.3625,S,True,Southampton,True,0.20676643383705137,-0.47757289231546085
0,3,male,24.0,0,0,9.5,S,True,Southampton,True,-0.40933227342283207,-0.4546844190281296
0,3,male,48.0,0,0,7.8542,S,True,Southampton,True,1.4389638483568183,-0.48780077009299977
0,2,female,57.0,0,0,10.5,S,False,Southampton,True,2.1320748940241874,-0.4345626842700362
0,3,male,28.0,0,0,7.225,C,True,Cherbourg,True,-0.10128291979289035,-0.5004613656027921
1,2,female,54.0,1,3,23.0,S,False,Southampton,False,1.9010378788017308,-0.18304099979386848
0,3,male,18.0,0,0,7.75,S,True,Southampton,True,-0.8714063038677446,-0.4898974548547931
0,3,male,28.0,0,0,7.75,Q,True,Queenstown,True,-0.10128291979289035,-0.4898974548547931
1,3,female,5.0,0,0,12.475,S,False,Southampton,True,-1.8725667031650552,-0.39482225812280164
0,3,male,28.0,0,0,7.7375,Q,True,Queenstown,True,-0.10128291979289035,-0.4901489765392692
1,1,female,43.0,0,1,211.3375,S,False,Southampton,False,1.053902156319391,3.60663622020855
1,3,female,13.0,0,0,7.2292,C,False,Cherbourg,True,-1.2564679959051719,-0.5003768543168081
1,1,female,17.0,1,0,57.0,S,False,Southampton,False,-0.9484186422752301,0.5010979819813076
0,1,male,29.0,0,0,30.0,S,True,Southampton,True,-0.024270581385404912,-0.04218885648721459
0,3,male,28.0,1,2,23.45,S,True,Southampton,False,-0.10128291979289035,-0.17398621915272647
0,3,male,25.0,0,0,7.05,S,True,Southampton,True,-0.3323199350153466,-0.5039826691854584
0,3,male,25.0,0,0,7.25,S,True,Southampton,True,-0.3323199350153466,-0.4999583222338398
1,3,female,18.0,0,0,7.4958,S,False,Southampton,True,-0.8714063038677446,-0.49501239983030043
0,3,male,8.0,4,1,29.125,Q,False,Queenstown,False,-1.641529687942599,-0.05979537440054633
1,3,male,1.0,1,2,20.575,S,False,Southampton,False,-2.180616056794997,-0.23183620658224505
0,1,male,46.0,0,0,79.2,C,True,Cherbourg,True,1.2849391715418474,0.9478004936109815
0,3,male,28.0,0,0,7.75,Q,True,Queenstown,True,-0.10128291979289035,-0.4898974548547931
0,2,male,16.0,0,0,26.0,S,True,Southampton,True,-1.0254309806827155,-0.12267579551958825
0,3,female,28.0,8,2,69.55,S,False,Southampton,False,-0.10128291979289035,0.7536257531953799
0,1,male,28.0,0,0,30.6958,C,True,Cherbourg,True,-0.10128291979289035,-0.028188153442533226
0,3,male,25.0,0,0,7.8958,S,True,Southampton,True,-0.3323199350153466,-0.486963705927063
0,2,male,39.0,0,0,13.0,S,True,Southampton,True,0.7458528026894494,-0.38425834737480263
1,1,female,49.0,0,0,25.9292,S,False,Southampton,True,1.5159761867643038,-0.12410041434046123
1,3,female,31.0,0,0,8.6833,S,False,Southampton,True,0.12975409542956595,-0.4711178398050645
0,3,male,30.0,0,0,7.2292,C,True,Cherbourg,True,0.05274175702208052,-0.5003768543168081
0,3,female,30.0,1,1,24.15,S,False,Southampton,False,0.05274175702208052,-0.1599010048220611
0,2,male,34.0,0,0,13.0,S,True,Southampton,True,0.36079111065202224,-0.38425834737480263
1,2,female,31.0,1,1,26.25,S,False,Southampton,False,0.12975409542956595,-0.1176453618300649
1,1,male,11.0,1,2,120.0,S,False,Southampton,False,-1.4104926727201428,1.7687672717411926
1,3,male,0.42,0,1,8.5167,C,False,Cherbourg,False,-2.2252832130713385,-0.47447012081576284
1,3,male,27.0,0,0,6.975,S,True,Southampton,True,-0.17829525820037578,-0.5054917992923155
0,3,male,31.0,0,0,7.775,S,True,Southampton,True,0.12975409542956595,-0.4893944114858408
0,1,male,39.0,0,0,0.0,S,True,Southampton,True,0.7458528026894494,-0.6458408992300171
0,3,female,18.0,0,0,7.775,S,False,Southampton,True,-0.8714063038677446,-0.4893944114858408
0,2,male,39.0,0,0,13.0,S,True,Southampton,True,0.7458528026894494,-0.38425834737480263
1,1,female,33.0,1,0,53.1,S,False,Southampton,False,0.2837787722445368,0.4226232164247433
0,3,male,26.0,0,0,7.8875,S,True,Southampton,True,-0.25530759660786123,-0.4871307163255552
0,3,male,39.0,0,0,24.15,S,True,Southampton,True,0.7458528026894494,-0.1599010048220611
0,2,male,35.0,0,0,10.5,S,True,Southampton,True,0.4378034490595077,-0.4345626842700362
0,3,female,6.0,4,2,31.275,S,False,Southampton,False,-1.7955543647575698,-0.016533644670645515
0,3,male,30.5,0,0,8.05,S,True,Southampton,True,0.09124792622582323,-0.48386093442736505
0,1,male,28.0,0,0,0.0,S,True,Southampton,True,-0.10128291979289035,-0.6458408992300171
0,3,female,23.0,0,0,7.925,S,False,Southampton,True,-0.4863446118303175,-0.4863761512721267
0,2,male,31.0,1,1,37.0042,C,True,Cherbourg,False,0.12975409542956595,0.09874779810542325
0,3,male,43.0,0,0,6.45,S,True,Southampton,True,1.053902156319391,-0.5160557100403145
0,3,male,10.0,3,2,27.9,S,False,Southampton,False,-1.487505011127628,-0.08444449947921079
1,1,female,52.0,1,1,93.5,S,False,Southampton,False,1.74701320198676,1.2355413006517173
1,3,male,27.0,0,0,8.6625,S,True,Southampton,True,-0.17829525820037578,-0.4715363718880328
0,1,male,38.0,0,0,0.0,S,True,Southampton,True,0.668840464281964,-0.6458408992300171
1,3,female,27.0,0,1,12.475,S,False,Southampton,False,-0.17829525820037578,-0.39482225812280164
0,3,male,2.0,4,1,39.6875,S,False,Southampton,False,-2.1036037183875114,0.15274044898181535
0,3,male,28.0,0,0,6.95,Q,True,Queenstown,True,-0.10128291979289035,-0.5059948426612678
0,3,male,28.0,0,0,56.4958,S,True,Southampton,True,-0.10128291979289035,0.49095260331627694
1,2,male,1.0,0,2,37.0042,C,False,Cherbourg,False,-2.180616056794997,0.09874779810542325
1,3,male,28.0,0,0,7.75,Q,True,Queenstown,True,-0.10128291979289035,-0.4898974548547931
1,3,female,15.0,1,0,14.4542,C,False,Cherbourg,False,-1.102443319090201,-0.3549973206895832
1,2,male,0.83,1,1,18.75,S,False,Southampton,False,-2.19370815432427,-0.26855837251576553
0,3,male,28.0,0,0,7.2292,C,True,Cherbourg,True,-0.10128291979289035,-0.5003768543168081
0,3,male,23.0,0,0,7.8542,S,True,Southampton,True,-0.4863446118303175,-0.48780077009299977
0,3,male,18.0,0,0,8.3,S,True,Southampton,True,-0.8714063038677446,-0.47883050073784167
1,1,female,39.0,1,1,83.1583,C,False,Cherbourg,False,0.7458528026894494,1.0274483563039425
0,3,male,21.0,0,0,8.6625,S,True,Southampton,True,-0.6403692886452884,-0.4715363718880328
0,3,male,28.0,0,0,8.05,S,True,Southampton,True,-0.10128291979289035,-0.48386093442736505
1,3,male,32.0,0,0,56.4958,S,True,Southampton,True,0.20676643383705137,0.49095260331627694
1,1,male,28.0,0,0,29.7,C,True,Cherbourg,True,-0.10128291979289035,-0.04822537691464263
0,3,male,20.0,0,0,7.925,S,True,Southampton,True,-0.7173816270527738,-0.4863761512721267
0,2,male,16.0,0,0,10.5,S,True,Southampton,True,-1.0254309806827155,-0.4345626842700362
1,1,female,30.0,0,0,31.0,C,False,Cherbourg,True,0.05274175702208052,-0.022067121729121175
0,3,male,34.5,0,0,6.4375,C,True,Cherbourg,True,0.39929727985576496,-0.5163072317247906
0,3,male,17.0,0,0,8.6625,S,True,Southampton,True,-0.9484186422752301,-0.4715363718880328
0,3,male,42.0,0,0,7.55,S,True,Southampton,True,0.9768898179119057,-0.49392180180641176
0,3,male,28.0,8,2,69.55,S,True,Southampton,False,-0.10128291979289035,0.7536257531953799
0,3,male,35.0,0,0,7.8958,C,True,Cherbourg,True,0.4378034490595077,-0.486963705927063
0,2,male,28.0,0,1,33.0,S,True,Southampton,False,-0.10128291979289035,0.01817634778706565
1,1,female,28.0,1,0,89.1042,C,False,Cherbourg,False,-0.10128291979289035,1.1470901790020904
0,3,male,4.0,4,2,31.275,S,False,Southampton,False,-1.9495790415725407,-0.016533644670645515
0,3,male,74.0,0,0,7.775,S,True,Southampton,True,3.44128464695144,-0.4893944114858408
0,3,female,9.0,1,1,15.2458,C,False,Cherbourg,False,-1.5645173495351135,-0.3390689554550765
